airline,from,to,route,price,duration_in_min,stops,class_category,day,month,dep_hour,arr_hour
IndiGo,Delhi,Kolkata,Delhi-Mumbai,6355.358661832537,123.07453926474622,0,Business,10,8,3,12
GoAir,Delhi,Kolkata,Mumbai-Chennai,6881.058366188609,105.51517227579245,0,Economy,2,6,19,19
SpiceJet,Mumbai,Mumbai,Delhi-Mumbai,6373.236249160102,66.565247566031,0,Economy,4,6,23,13
SpiceJet,Mumbai,Mumbai,Delhi-Mumbai,7076.980604962198,60.0,0,Economy,6,8,14,17
GoAir,Mumbai,Kolkata,Delhi-Bangalore,6417.800508814223,126.80052745483792,1,Economy,11,8,4,23
GoAir,Delhi,Bangalore,Delhi-Bangalore,5921.667802845676,103.15326761008124,0,Economy,14,7,12,19
Vistara,Mumbai,Chennai,Mumbai-Kolkata,7817.947776357505,103.40730549257603,1,Business,16,6,5,3
SpiceJet,Delhi,Mumbai,Delhi-Hyderabad,6711.229697823914,140.87591517281356,1,Economy,27,6,4,20
IndiGo,Delhi,Bangalore,Delhi-Mumbai,6458.995536803531,155.20326829897334,0,Business,21,10,16,17
AirAsia,Mumbai,Hyderabad,Delhi-Hyderabad,4978.956466769331,111.82365835914572,1,Economy,19,11,6,6
AirAsia,Delhi,Mumbai,Mumbai-Kolkata,4969.35390602917,109.78203879270416,0,Economy,2,6,5,14
GoAir,Delhi,Bangalore,Delhi-Mumbai,6234.172385713483,135.00429099341653,0,Economy,25,8,1,20
Vistara,Mumbai,Bangalore,Delhi-Mumbai,6116.416958214592,79.29193290901274,1,Economy,31,1,10,5
AirAsia,Delhi,Chennai,Delhi-Hyderabad,5508.701947993347,126.69459164243091,0,Business,17,5,6,15
SpiceJet,Delhi,Chennai,Mumbai-Chennai,6112.786159689648,136.55657915466463,1,Economy,9,3,21,19
GoAir,Delhi,Hyderabad,Delhi-Bangalore,7270.901542434876,140.40690625252887,0,Economy,17,12,20,23
IndiGo,Delhi,Bangalore,Mumbai-Chennai,6556.321979640239,61.89741892492605,2,Economy,15,8,7,7
GoAir,Delhi,Bangalore,Delhi-Hyderabad,5087.193192197809,97.15934190573178,0,Economy,30,11,4,20
IndiGo,Delhi,Chennai,Delhi-Bangalore,5910.792938285645,93.652102415296,0,Economy,7,6,17,15
GoAir,Delhi,Mumbai,Mumbai-Chennai,5356.026815317951,122.99660863227639,0,Economy,22,2,21,21
GoAir,Delhi,Mumbai,Delhi-Bangalore,5689.840066873151,134.42233739303953,1,Economy,23,7,15,15
GoAir,Delhi,Kolkata,Delhi-Mumbai,5669.107467496286,164.90131222337945,1,Economy,31,7,13,2
IndiGo,Delhi,Chennai,Mumbai-Chennai,5617.883533916796,105.1510355889578,0,Economy,19,5,11,16
IndiGo,Mumbai,Kolkata,Delhi-Bangalore,4995.891702421284,105.07282505072358,1,Economy,30,8,16,8
GoAir,Delhi,Chennai,Delhi-Bangalore,5897.876254785448,154.49016056636242,0,Economy,3,5,4,2
AirAsia,Mumbai,Hyderabad,Delhi-Bangalore,5551.513890522152,128.89730815590914,0,Economy,29,1,13,19
Vistara,Delhi,Bangalore,Mumbai-Chennai,3656.4410479981857,158.02954533563923,1,Economy,27,9,5,6
Vistara,Mumbai,Hyderabad,Mumbai-Kolkata,7642.3776196013305,128.6618400902951,1,Economy,1,4,14,17
Vistara,Mumbai,Chennai,Mumbai-Chennai,6871.015723373338,85.28650143860187,1,Economy,4,2,6,11
IndiGo,Mumbai,Bangalore,Delhi-Hyderabad,5698.959420060003,80.0061493566658,1,Economy,28,4,13,18
IndiGo,Delhi,Mumbai,Mumbai-Chennai,6015.0552397924785,73.45463252823212,0,Economy,18,9,17,15
AirAsia,Delhi,Mumbai,Delhi-Bangalore,5062.676522145951,139.8615550427542,1,Economy,26,2,0,21
Vistara,Delhi,Kolkata,Delhi-Mumbai,7356.578302248692,155.65790469261023,0,Economy,8,4,5,23
Vistara,Mumbai,Chennai,Mumbai-Chennai,7517.830955818489,175.48086424159143,0,Economy,19,2,2,16
GoAir,Mumbai,Chennai,Mumbai-Chennai,6125.3549825972195,145.2931599696972,0,Economy,23,5,4,19
IndiGo,Delhi,Mumbai,Delhi-Bangalore,6818.824515348276,154.88515732604958,0,Economy,23,3,11,14
Vistara,Delhi,Hyderabad,Delhi-Mumbai,6140.229423147139,102.59951002038946,0,Economy,28,10,10,0
AirAsia,Delhi,Bangalore,Delhi-Mumbai,4930.6196488992555,85.3075254976843,0,Economy,25,2,12,1
AirAsia,Delhi,Hyderabad,Delhi-Hyderabad,5670.541304829074,145.5023799725266,0,Economy,6,9,15,7
Vistara,Delhi,Hyderabad,Mumbai-Chennai,6105.542373417566,132.53042256718203,0,Economy,1,5,17,21
IndiGo,Mumbai,Mumbai,Delhi-Mumbai,5636.361825005245,123.22333123022678,0,Economy,8,10,16,1
AirAsia,Mumbai,Mumbai,Delhi-Mumbai,5825.077378051971,131.6211444189897,0,Economy,1,5,16,18
GoAir,Delhi,Mumbai,Mumbai-Kolkata,5926.880353992708,129.69556447374617,0,Economy,19,1,10,8
AirAsia,Delhi,Kolkata,Mumbai-Kolkata,5935.297201707631,158.51450579560685,1,Economy,11,6,19,8
SpiceJet,Delhi,Hyderabad,Delhi-Mumbai,6041.806792397987,158.8495675445087,1,Economy,21,7,9,12
SpiceJet,Delhi,Chennai,Delhi-Hyderabad,5151.51594688272,136.32661057021042,1,Economy,24,1,15,5
IndiGo,Delhi,Bangalore,Delhi-Mumbai,5426.387080697651,145.37408617688786,0,Economy,25,9,1,14
Vistara,Mumbai,Kolkata,Delhi-Bangalore,4972.332587440024,135.4218765727433,1,Economy,15,8,16,18
